Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TimeSinceRemodal
229,20,6,70.0,8521,2,1,1,1,4,1,20,2,3,1,1,5,5,1967,1967,2,2,7,7,4,0.0,3,3,2,3,3,4,2,842,6,0,70,2,3,2,1,0,912,0,0,1,0,3,1,3,5,1,1,4,6,1974.0,3,1,3,3,1,0,0,0,0,0,0,0,5,2010,1,1,125000,2160,53
230,120,6,43.0,3182,2,1,1,1,1,1,1,3,3,4,1,7,5,2005,2006,2,2,15,15,2,16.0,2,3,3,2,3,2,1,16,6,0,1357,2,1,2,1,0,1555,0,0,2,0,2,1,2,7,1,1,3,2,2005.0,1,2,3,3,1,143,20,0,0,0,0,0,5,2009,1,1,192500,3358,14
231,20,6,73.0,8760,2,1,1,1,1,1,13,3,3,1,1,6,6,1959,1959,4,2,9,9,2,220.0,3,3,2,3,3,4,6,0,6,0,1194,2,3,2,1,0,1194,1,0,1,0,3,1,3,6,1,0,6,2,1959.0,2,1,3,3,1,0,0,120,0,0,0,0,4,2010,1,1,148000,2700,61
232,60,6,174.0,15138,2,2,1,1,1,1,14,3,3,1,4,8,5,1995,1996,2,2,15,15,2,506.0,2,3,3,2,3,4,1,689,6,0,773,2,1,2,1,0,2794,1,0,2,1,4,1,1,9,1,1,3,2,1995.0,1,3,3,3,1,0,146,202,0,0,0,0,7,2009,1,1,403000,5066,24
233,160,8,21.0,1680,2,1,1,1,1,1,3,3,3,6,4,6,5,1972,1972,2,2,7,7,2,297.0,3,3,2,3,3,4,6,0,6,0,483,2,3,2,1,0,987,0,0,1,1,2,1,3,5,1,1,5,2,1972.0,3,1,3,3,1,0,0,0,0,0,0,0,6,2006,1,1,94500,1758,48
234,20,6,75.0,10650,2,1,1,1,2,1,6,3,3,1,1,5,6,1976,1976,2,2,7,7,4,0.0,3,3,2,3,2,2,4,182,2,712,0,2,3,2,1,0,894,1,0,1,0,3,1,3,5,1,0,6,2,1976.0,3,1,3,3,1,365,0,0,0,0,0,0,2,2010,1,1,128200,2096,44
235,60,6,0.0,7851,2,1,1,1,1,1,9,3,3,1,4,6,5,2002,2002,2,2,15,15,6,0.0,2,3,3,2,3,4,1,625,6,0,235,2,1,2,1,0,1960,1,0,2,1,4,1,2,8,1,2,3,4,2002.0,1,2,3,3,1,288,48,0,0,0,0,0,5,2010,1,1,216500,3260,18
236,160,8,21.0,1680,2,1,1,1,1,1,3,3,3,4,4,6,3,1971,1971,2,2,7,7,2,604.0,3,3,2,3,3,4,2,358,6,0,125,2,3,2,1,0,987,0,0,1,1,2,1,3,5,1,0,6,6,1971.0,3,1,3,3,1,0,0,0,0,0,0,0,8,2008,1,1,89500,1734,49
237,20,6,65.0,8773,2,1,1,1,4,1,6,3,3,1,1,7,5,2004,2004,2,2,15,15,2,98.0,2,3,3,2,3,2,1,24,6,0,1390,2,1,2,1,0,1414,0,0,2,0,3,1,2,6,1,0,6,2,2004.0,2,2,3,3,1,132,105,0,0,0,0,0,5,2010,1,1,185500,3322,16
238,60,6,0.0,9453,2,2,1,1,3,1,21,8,3,1,4,7,7,1993,2003,2,2,7,7,4,0.0,2,3,3,2,3,4,3,402,6,0,594,2,1,2,1,0,1744,0,0,2,1,3,1,2,7,1,0,6,2,1993.0,2,2,3,3,1,370,70,0,238,0,0,0,2,2010,1,1,194500,3197,17
239,20,6,93.0,12030,2,1,1,1,1,1,16,3,3,1,1,8,5,2007,2007,4,2,15,15,2,254.0,1,3,3,1,3,4,6,0,6,0,1694,2,1,2,1,0,1694,0,0,2,0,3,1,2,7,1,0,6,2,2007.0,1,3,3,3,1,168,228,0,0,0,0,0,12,2007,4,6,318000,4206,13
240,50,6,52.0,8741,2,1,1,1,1,1,8,3,3,1,2,6,4,1945,1950,2,2,15,15,4,0.0,3,3,2,3,4,4,4,94,6,0,641,2,3,2,2,0,1487,0,0,1,1,3,1,3,7,1,1,2,6,1949.0,3,1,3,3,1,0,140,0,0,0,0,0,4,2010,1,1,113000,2442,70
241,20,3,75.0,9000,2,1,1,1,1,1,22,3,3,1,1,8,5,2008,2008,2,2,15,15,5,36.0,2,3,3,2,3,2,1,1078,6,0,488,2,1,2,1,0,1566,1,0,2,0,3,1,2,7,1,0,6,2,2008.0,2,2,3,3,1,144,168,0,0,0,0,0,4,2010,1,1,262500,3882,12
242,30,8,40.0,3880,2,1,1,1,1,1,18,3,3,1,1,5,9,1945,1997,2,2,15,15,4,0.0,3,2,2,3,3,4,2,329,6,0,357,2,2,2,1,0,866,0,0,1,0,2,1,2,4,1,0,6,7,,4,0,6,6,1,58,42,0,0,0,0,0,8,2007,1,1,110500,1552,23
243,50,8,63.0,5000,2,1,1,1,2,1,18,3,3,1,2,5,4,1900,1950,2,2,16,16,4,0.0,3,3,1,3,3,4,6,0,6,0,540,2,2,1,2,0,1440,0,0,1,0,3,1,3,6,1,0,6,2,1940.0,3,1,4,3,1,0,0,77,0,0,0,0,4,2006,1,1,79000,2332,70
244,160,6,75.0,10762,2,1,1,1,2,1,21,3,3,4,4,6,6,1980,1980,2,2,11,11,4,0.0,3,3,2,2,3,4,6,0,6,0,626,2,3,2,1,0,1217,0,0,1,1,3,1,3,6,1,1,3,2,1980.0,2,1,3,3,1,0,28,0,0,0,0,0,4,2009,1,1,120000,2131,40
245,60,6,0.0,8880,2,2,1,1,1,1,21,3,3,1,4,7,5,1994,2002,2,2,15,15,4,0.0,2,3,3,2,3,4,1,695,6,0,253,2,1,2,1,0,2110,1,0,2,1,3,1,2,8,1,2,4,2,1994.0,2,2,3,3,1,0,130,0,0,0,0,0,5,2010,1,1,205000,3521,18
246,20,6,80.0,10400,2,1,1,1,1,1,17,3,3,1,1,7,5,1988,1988,2,2,16,16,2,102.0,3,3,2,2,3,2,1,929,6,0,916,2,2,2,1,0,1872,0,1,2,0,3,1,3,6,1,1,3,2,1988.0,1,2,3,3,1,197,39,0,0,0,0,0,6,2006,1,1,241500,4321,32
247,190,8,69.0,9142,2,1,1,1,1,1,18,3,3,2,4,6,8,1910,1950,2,2,1,1,4,0.0,3,4,5,4,3,4,6,0,6,0,1020,2,2,1,4,0,1928,0,0,2,0,4,2,4,9,1,0,6,6,1910.0,3,1,5,5,1,0,60,112,0,0,0,0,4,2006,1,1,137000,3388,70
248,20,6,75.0,11310,2,1,1,1,1,1,13,3,3,1,1,6,5,1954,1954,4,2,16,4,4,0.0,3,3,2,3,3,4,6,0,6,0,1367,2,1,2,1,0,1375,0,0,1,0,2,1,3,5,1,1,3,2,1954.0,3,2,3,3,1,0,30,0,0,0,0,0,6,2006,1,1,140000,3193,66
249,60,6,72.0,11317,2,1,1,1,1,1,6,3,3,1,4,7,5,2003,2003,2,2,15,15,2,101.0,2,3,3,2,3,4,6,0,6,0,840,2,1,2,1,0,1668,0,0,2,1,3,1,2,8,1,0,6,2,2003.0,2,2,3,3,1,144,68,0,0,0,0,0,9,2007,1,1,180000,3008,17
250,50,6,0.0,159000,2,3,4,1,3,3,5,3,3,1,2,6,7,1958,2006,2,2,16,7,1,472.0,2,3,2,2,3,1,5,697,6,0,747,2,2,2,1,0,2144,0,1,2,0,4,1,2,7,1,2,3,2,1958.0,1,2,3,3,1,0,98,0,0,0,0,500,6,2007,1,1,277000,3977,14
251,30,6,55.0,5350,2,2,1,1,1,1,4,3,3,1,1,3,2,1940,1966,2,2,16,11,4,0.0,3,5,2,3,3,4,6,0,6,0,728,2,1,2,1,0,1306,0,0,1,0,3,1,4,6,4,0,6,7,,4,0,6,6,1,263,0,0,0,0,0,450,5,2010,1,1,76500,2034,54
252,120,8,44.0,4750,2,2,3,1,1,2,7,3,3,4,1,8,5,2006,2007,4,2,15,15,5,481.0,2,3,3,2,3,1,1,1573,6,0,0,2,1,2,1,0,1625,1,1,2,0,2,1,2,5,1,1,2,2,2006.0,1,2,3,3,1,123,0,0,0,153,0,0,12,2007,1,5,235000,3736,13
253,60,6,65.0,8366,2,2,1,1,1,1,21,3,3,1,4,6,5,2004,2004,2,2,15,15,4,0.0,2,3,3,2,3,4,6,0,6,0,798,2,1,2,1,0,1640,0,0,2,1,3,1,2,6,1,0,6,2,2004.0,2,2,3,3,1,138,45,0,0,0,0,0,12,2008,1,1,173000,2958,16
254,80,6,85.0,9350,2,1,1,1,1,1,13,3,3,1,8,6,7,1964,1991,4,2,7,7,2,108.0,3,3,2,2,3,1,4,270,2,580,452,2,1,2,1,0,1302,0,1,2,0,3,1,2,7,2,0,6,2,1964.0,2,1,3,3,1,333,0,0,0,0,0,0,10,2007,2,1,158000,2913,29
255,20,6,70.0,8400,2,1,1,1,1,1,13,3,3,1,1,5,6,1957,1957,2,2,9,9,4,0.0,3,2,2,3,3,4,5,922,6,0,392,2,3,2,1,0,1314,1,0,1,0,3,1,3,5,1,0,6,2,1957.0,2,1,3,3,1,250,0,0,0,0,0,0,6,2010,1,1,145000,2922,63
256,60,6,66.0,8738,2,2,1,1,1,1,9,3,3,1,4,7,5,1999,1999,2,2,15,15,2,302.0,2,3,3,2,3,4,6,0,6,0,975,2,1,2,1,0,2291,0,0,2,1,4,1,2,8,1,1,3,4,1999.0,1,2,3,3,1,192,0,0,0,0,0,0,2,2006,1,1,230000,3695,21
257,60,3,64.0,8791,2,2,1,1,1,1,22,3,3,1,4,6,5,2003,2003,2,2,15,15,4,0.0,2,3,3,2,3,4,5,503,6,0,361,2,1,2,1,0,1728,0,0,2,1,3,1,2,7,1,0,6,2,2003.0,2,2,3,3,1,216,56,0,0,0,0,0,5,2008,1,1,207500,3265,17
258,20,6,68.0,8814,2,1,1,1,1,1,6,3,3,1,1,7,5,2006,2006,2,2,15,15,5,180.0,2,3,3,2,3,4,1,1334,6,0,270,2,1,2,1,0,1604,1,0,2,1,3,1,2,8,1,1,2,2,2006.0,2,2,3,3,1,123,110,0,0,0,0,0,3,2009,1,2,220000,3868,14
259,60,6,80.0,12435,2,1,1,1,1,1,6,3,3,1,4,7,5,2001,2001,2,2,15,15,2,172.0,2,3,3,2,3,4,1,361,6,0,602,2,1,2,1,0,1792,0,0,2,1,3,1,2,7,1,1,3,2,2001.0,2,2,3,3,1,0,96,0,245,0,0,0,5,2008,1,1,231500,3319,19
260,20,8,70.0,12702,2,1,1,1,1,1,18,3,3,1,1,5,5,1956,1956,2,2,4,4,4,0.0,3,3,3,6,6,5,7,0,7,0,0,2,2,2,2,0,882,0,0,1,0,2,1,3,4,1,0,6,6,1956.0,3,1,3,3,1,0,45,0,0,0,0,0,12,2008,1,1,97000,1190,64
261,80,6,120.0,19296,2,1,1,1,2,1,13,1,3,1,8,6,5,1962,1962,2,2,16,16,2,399.0,3,3,2,3,3,1,5,672,2,690,0,2,3,2,1,0,1382,1,0,1,0,3,1,3,6,1,1,3,2,1991.0,3,2,3,3,1,0,0,252,0,0,0,0,5,2009,1,1,176000,3628,58
262,60,6,69.0,9588,2,2,1,1,1,1,6,3,3,1,4,8,5,2007,2007,2,2,6,6,5,270.0,2,3,3,1,3,4,6,0,6,0,1482,2,1,2,1,0,2574,0,0,2,1,3,1,1,10,1,1,2,4,2007.0,1,3,3,3,1,0,148,0,0,0,0,0,11,2007,4,6,276000,4924,13
263,80,6,88.0,8471,2,2,1,1,2,1,20,3,3,1,8,6,7,1977,1995,2,2,7,11,2,46.0,3,3,2,2,2,2,2,506,6,0,0,2,3,2,1,0,1212,1,0,1,0,3,1,3,6,1,1,3,2,1978.0,3,2,3,3,1,292,12,0,0,0,0,0,7,2006,1,1,151000,2210,25
264,50,8,50.0,5500,2,1,1,1,2,1,18,3,3,1,2,5,7,1929,2001,2,2,16,16,4,0.0,3,3,1,3,3,4,4,234,2,692,0,2,3,2,1,390,1316,1,0,1,0,3,1,3,6,1,0,6,6,1974.0,3,2,3,3,1,0,0,0,0,0,0,0,4,2010,1,1,130000,2336,19
265,30,8,30.0,5232,2,4,2,1,1,1,18,1,3,1,1,5,5,1925,2004,2,2,16,16,4,0.0,3,3,1,4,3,4,6,0,6,0,680,2,2,1,4,0,764,0,0,1,0,2,1,3,4,1,0,6,6,1965.0,3,2,3,3,3,0,0,0,0,0,0,0,6,2008,1,1,73000,1948,16
266,20,6,78.0,12090,2,2,1,1,1,1,17,3,3,1,1,6,6,1981,1981,2,2,9,9,2,210.0,3,2,2,2,3,4,1,588,4,228,606,2,3,2,1,0,1422,0,0,2,0,3,1,2,7,1,1,3,2,1981.0,1,2,3,3,1,276,0,0,0,0,0,0,6,2008,1,1,175500,3420,39
267,60,6,70.0,11207,2,2,3,1,4,1,9,3,3,1,4,6,5,1997,1997,2,2,15,15,4,0.0,3,3,3,2,3,2,1,714,6,0,88,2,2,2,1,0,1511,1,0,2,1,3,1,3,8,1,1,3,2,1997.0,1,2,3,3,1,95,75,0,0,0,0,0,6,2006,1,1,185000,2726,23
268,75,6,60.0,8400,2,1,2,1,1,2,19,3,3,1,5,5,8,1939,1997,2,2,16,16,4,0.0,3,3,3,3,3,4,4,378,6,0,342,2,1,2,1,420,2192,0,0,2,1,4,1,2,8,1,1,2,6,1939.0,3,1,3,3,1,262,24,0,0,0,0,0,7,2008,1,1,179500,2732,23
269,30,8,71.0,6900,2,1,1,1,1,1,10,3,3,1,1,5,6,1940,1955,2,2,15,15,4,0.0,3,3,2,3,3,4,2,403,5,125,212,2,1,2,1,0,778,0,0,1,0,2,1,3,4,1,1,2,6,1966.0,1,1,1,1,1,0,25,0,0,0,0,0,2,2008,1,1,120500,2442,65
270,20,6,0.0,7917,2,2,1,1,2,1,8,3,3,1,1,6,7,1976,1976,4,2,7,7,2,174.0,3,2,2,3,2,4,3,751,6,0,392,2,3,2,1,0,1113,1,0,1,1,3,1,3,6,1,1,4,2,1987.0,2,1,3,2,1,370,30,0,0,0,0,0,5,2007,1,1,148000,2760,44
271,60,3,84.0,10728,2,1,1,1,1,1,22,3,3,1,4,8,5,2006,2006,2,2,15,15,4,0.0,2,3,3,2,3,3,6,0,6,0,1095,2,2,2,1,0,1939,0,0,2,1,3,1,2,8,1,1,2,2,2006.0,2,3,3,3,1,192,51,0,0,0,0,0,8,2006,4,6,266000,4087,14
272,20,6,73.0,39104,2,2,4,1,3,3,5,3,3,1,1,7,7,1954,2005,1,3,11,11,4,0.0,3,3,2,2,3,1,4,226,1,1063,96,2,1,2,1,0,1363,1,0,1,0,2,1,3,5,4,2,3,2,1954.0,3,2,3,3,1,81,0,0,0,0,0,0,4,2008,1,1,241500,3187,15
273,60,6,92.0,11764,2,2,1,1,3,1,14,3,3,1,4,8,7,1999,2007,2,2,15,15,2,348.0,2,3,3,2,3,4,1,524,6,0,628,2,1,2,1,0,2270,0,0,2,1,4,1,2,9,1,1,2,2,1999.0,1,3,3,3,1,132,57,0,0,0,0,0,4,2010,1,1,290000,4093,13
274,20,6,80.0,9600,2,1,1,1,1,1,13,2,3,1,1,6,6,1958,1988,4,2,16,16,1,183.0,3,3,2,3,3,4,5,620,4,620,0,2,2,2,1,0,1632,1,0,2,0,3,1,3,6,2,1,2,2,1958.0,2,1,3,3,1,289,0,0,0,0,0,0,4,2009,1,1,139000,3210,32
275,20,6,76.0,8314,2,1,1,1,2,1,12,3,3,1,1,5,7,1982,1982,2,2,7,8,4,0.0,3,3,2,3,3,1,2,546,6,0,270,2,3,2,1,0,816,0,0,1,0,2,1,3,5,1,0,6,2,1982.0,3,1,3,3,1,168,0,0,0,0,0,0,6,2007,1,1,124500,1896,38
276,50,6,55.0,7264,2,1,1,1,1,1,4,3,3,1,2,7,7,1925,2007,2,2,16,16,4,0.0,2,2,1,3,3,4,6,0,6,0,952,3,2,1,1,0,1548,0,0,2,1,3,1,1,5,1,0,6,6,1978.0,3,2,3,3,1,74,0,0,0,144,0,0,10,2009,1,1,205000,3172,13
277,20,6,129.0,9196,2,2,1,1,1,1,12,3,3,1,1,7,5,2003,2003,2,2,15,15,4,0.0,2,3,3,1,3,4,6,0,6,0,1560,2,1,2,1,0,1560,0,0,2,0,3,1,2,7,1,0,6,2,2003.0,1,2,3,3,1,100,150,0,0,0,0,0,4,2010,1,1,201000,3693,17
278,20,6,140.0,19138,2,1,1,1,2,1,9,3,3,1,1,4,5,1951,1951,2,2,15,15,4,0.0,3,3,2,3,3,4,4,120,6,0,744,2,1,2,1,0,864,0,0,1,0,2,1,3,4,1,0,6,6,1951.0,3,2,3,3,1,0,0,0,0,0,0,0,6,2010,1,1,141000,2128,69
279,20,6,107.0,14450,2,1,1,1,1,1,16,3,3,1,1,9,5,2006,2007,2,2,6,6,2,315.0,1,3,3,1,3,1,6,0,6,0,2121,2,1,2,1,0,2121,0,0,2,1,3,1,1,8,1,1,1,2,2007.0,1,3,3,3,1,124,98,0,0,142,0,0,5,2007,4,6,415298,4974,13
280,60,6,83.0,10005,2,1,1,1,1,1,5,3,3,1,4,7,5,1977,1977,4,2,11,11,2,299.0,3,3,2,2,3,4,3,392,6,0,768,2,1,2,1,0,2022,0,0,2,1,4,1,3,8,1,1,3,2,1977.0,1,2,3,3,1,288,117,0,0,0,0,0,3,2008,1,1,192000,3687,43
281,60,6,82.0,11287,2,1,1,1,1,1,21,3,3,1,4,7,6,1989,1989,2,2,11,11,2,340.0,2,3,2,2,3,2,1,421,6,0,386,2,2,2,1,0,1982,0,0,2,1,3,1,2,7,1,1,3,2,1989.0,1,2,3,3,1,0,84,0,196,0,0,0,1,2007,1,1,228500,3364,31
282,20,3,60.0,7200,2,1,1,1,1,1,22,3,3,1,1,6,5,2006,2006,2,2,15,15,5,68.0,2,3,3,2,3,4,1,905,6,0,357,2,2,2,1,0,1262,0,0,2,0,2,1,2,5,1,0,6,2,2006.0,1,2,3,3,1,0,120,0,0,0,0,0,5,2006,4,6,185000,3096,14
283,120,6,34.0,5063,2,1,1,1,1,1,16,3,3,6,1,7,5,2007,2008,2,2,15,15,5,166.0,2,3,3,2,3,4,1,904,6,0,410,2,1,2,1,0,1314,1,0,2,0,2,1,2,6,1,1,2,2,2008.0,2,2,3,3,1,172,62,0,0,0,0,0,4,2009,7,1,207500,3254,12
284,20,6,74.0,9612,2,1,1,1,1,1,22,2,3,1,1,8,5,2008,2009,2,2,15,15,5,72.0,2,3,3,2,3,4,6,0,6,0,1468,2,1,2,1,0,1468,0,0,2,0,3,1,2,6,1,1,2,2,2008.0,1,3,3,3,1,210,150,0,0,0,0,0,12,2009,4,6,244600,3834,11
285,120,6,50.0,8012,2,1,1,1,1,1,21,3,3,4,1,6,5,1992,1992,2,2,11,8,4,0.0,2,3,3,2,3,4,1,430,6,0,1145,2,2,2,1,0,1575,1,0,2,0,2,1,2,5,1,0,6,2,1992.0,2,2,3,3,1,0,0,52,0,0,0,0,7,2007,1,1,179200,3679,28
286,160,3,35.0,4251,2,2,1,1,1,1,22,3,3,4,4,7,5,2006,2007,2,2,9,9,4,0.0,2,3,3,2,3,4,6,0,6,0,625,2,1,2,1,0,1250,0,0,2,1,2,1,2,5,1,0,6,6,2006.0,2,2,3,3,1,0,54,0,0,0,0,0,6,2007,4,6,164700,2403,13
287,50,6,77.0,9786,2,2,2,1,1,1,13,3,3,1,2,6,7,1962,1981,2,2,16,16,4,0.0,3,3,2,3,3,4,5,600,6,0,312,2,3,2,1,0,1734,0,0,1,1,3,1,2,7,1,1,2,2,1962.0,2,2,3,3,1,0,0,0,0,128,0,0,6,2006,1,1,159000,3086,39
288,20,6,0.0,8125,2,2,1,1,2,1,13,3,3,1,1,4,4,1971,1971,2,2,7,7,4,0.0,3,3,2,3,3,4,3,614,6,0,244,2,3,2,1,0,858,0,0,1,0,3,1,3,5,1,0,6,7,,4,0,6,6,1,0,0,0,0,0,0,0,6,2006,1,1,88000,1716,49
289,20,6,0.0,9819,2,2,1,1,1,1,20,3,3,1,1,5,5,1967,1967,2,2,9,9,2,31.0,3,2,2,3,3,4,3,450,6,0,432,2,3,2,1,0,900,0,0,1,0,3,1,3,5,1,0,6,6,1970.0,3,1,3,3,1,0,0,0,0,0,0,0,2,2010,1,1,122000,2062,53
290,70,6,60.0,8730,2,1,1,1,1,1,4,5,3,1,4,6,7,1915,2003,2,2,16,16,4,0.0,3,3,1,3,3,4,6,0,6,0,698,2,1,2,2,0,1396,0,0,1,0,3,1,3,7,1,0,6,6,2003.0,3,1,3,3,1,0,0,0,0,259,0,0,7,2007,1,1,153575,2478,17
291,60,6,120.0,15611,2,1,1,1,1,1,6,3,3,1,4,8,5,2006,2006,2,2,15,15,4,0.0,2,3,3,2,3,2,6,0,6,0,1079,2,1,2,1,0,1919,0,0,2,1,3,1,2,8,1,1,2,2,2006.0,2,2,2,3,1,0,51,0,0,0,0,0,7,2006,4,6,233230,3683,14
292,190,6,55.0,5687,2,1,2,1,1,1,19,3,3,2,4,5,6,1912,2000,2,2,15,15,4,0.0,3,4,3,3,4,4,5,210,6,0,570,2,1,1,1,0,1716,1,0,2,0,6,1,4,9,1,0,6,7,,4,0,6,6,3,0,184,0,0,0,0,0,3,2008,1,1,135900,2496,20
293,50,6,60.0,11409,2,1,1,1,1,1,8,3,3,1,2,5,4,1949,2008,2,2,16,16,4,0.0,3,3,2,3,3,4,4,292,6,0,476,2,2,2,1,0,1716,0,0,1,1,3,1,3,8,3,1,2,2,1949.0,3,1,3,3,1,0,0,0,0,160,0,0,1,2009,1,1,131000,2765,12
294,60,6,0.0,16659,2,2,1,1,2,1,17,7,3,1,4,7,7,1977,1994,2,2,11,11,2,34.0,3,3,2,3,3,4,2,795,6,0,0,2,4,2,1,0,2263,1,0,2,1,3,1,2,9,1,1,3,2,1977.0,1,2,3,3,1,0,250,0,0,0,0,0,3,2006,1,1,235000,3597,26
295,20,6,80.0,9600,2,1,1,1,1,1,13,3,3,1,1,6,5,1953,1953,4,2,7,7,5,238.0,3,3,2,3,3,4,1,1285,6,0,131,2,3,2,1,0,1644,1,0,1,0,3,1,3,7,1,2,2,2,1953.0,1,2,3,3,1,110,0,0,0,0,0,0,10,2009,1,1,167000,3478,67
296,80,6,37.0,7937,2,2,1,1,3,1,12,3,3,1,8,6,6,1984,1984,2,2,7,7,4,0.0,3,3,2,3,3,2,1,819,6,0,184,2,3,2,1,0,1003,1,0,1,0,3,1,3,6,1,0,6,6,1984.0,3,2,3,3,1,120,0,0,0,0,0,0,3,2006,1,1,142500,2594,36
297,50,8,75.0,13710,2,1,1,1,1,1,10,3,3,1,2,5,5,1950,1950,2,2,16,16,4,0.0,3,3,2,3,3,4,3,420,6,0,490,2,3,2,2,0,1558,0,0,1,1,4,1,3,6,1,0,6,2,1950.0,3,1,3,3,1,289,0,0,0,0,0,0,6,2007,1,1,152000,2750,70
298,60,3,66.0,7399,2,2,1,1,1,1,22,3,3,1,4,7,5,1997,1998,4,2,15,15,2,1600.0,2,3,3,2,3,4,3,649,6,0,326,2,1,2,1,0,1950,0,0,2,1,3,1,2,7,1,1,3,6,1997.0,2,2,3,3,1,0,10,0,0,198,0,0,6,2007,1,1,239000,3501,22
299,60,6,90.0,11700,2,1,1,1,1,1,17,3,3,1,4,6,6,1968,1968,5,2,7,2,2,365.0,2,3,2,3,3,4,2,384,5,175,143,2,2,2,1,0,1743,0,1,1,2,3,1,3,7,1,1,2,2,1968.0,3,2,3,3,1,224,0,0,0,0,0,0,6,2007,1,1,175000,2984,52
300,20,6,80.0,14000,2,1,1,1,1,1,7,3,3,1,1,6,8,1950,2004,2,2,7,7,4,0.0,3,2,2,3,3,4,6,0,6,0,1092,2,1,2,1,0,1152,0,1,1,0,3,1,2,6,1,1,2,2,1950.0,3,1,3,3,1,0,36,0,0,0,0,0,8,2009,1,5,158500,2544,16
301,190,6,90.0,15750,2,1,1,1,2,1,7,3,3,2,1,5,5,1953,1953,4,2,9,9,2,56.0,3,3,2,3,3,3,3,841,6,0,324,2,3,2,1,0,1336,1,0,1,0,2,1,3,5,1,2,2,2,1953.0,3,1,3,3,1,0,0,0,0,0,0,0,6,2006,1,1,157000,2876,67
302,60,6,66.0,16226,2,4,1,1,1,1,6,3,3,1,4,8,5,1998,1999,2,2,15,15,4,0.0,2,3,3,2,3,4,1,281,6,0,747,2,1,2,1,0,2452,0,0,2,1,4,1,2,9,1,1,3,4,1998.0,1,2,3,3,1,208,50,0,0,0,0,0,5,2007,1,1,267000,4163,21
303,20,6,118.0,13704,2,2,1,1,2,1,6,3,3,1,1,7,5,2001,2002,2,2,15,15,2,150.0,2,3,3,2,3,4,6,0,6,0,1541,2,1,2,1,0,1541,0,0,2,0,3,1,2,6,1,1,3,2,2001.0,2,3,3,3,1,468,81,0,0,0,0,0,1,2006,1,1,205000,3925,18
304,20,6,70.0,9800,2,1,1,1,2,1,6,3,3,1,1,5,7,1972,1972,2,2,15,15,4,0.0,3,3,3,3,3,4,2,894,6,0,0,2,3,2,1,0,894,1,0,1,0,3,1,3,5,1,0,6,2,1975.0,3,2,3,3,1,256,0,0,0,0,0,0,7,2006,1,2,149900,2340,48
305,75,8,87.0,18386,2,1,1,1,1,1,18,3,3,1,5,7,9,1880,2002,2,2,6,6,4,0.0,3,3,1,3,3,4,6,0,6,0,1470,2,1,2,1,0,3493,0,0,3,0,3,1,2,10,1,1,1,2,2003.0,3,3,3,3,1,302,0,0,0,0,0,0,5,2008,1,1,295000,5833,18
306,20,6,80.0,10386,2,1,1,1,1,1,6,3,3,1,1,8,5,2004,2005,2,2,6,6,5,246.0,2,3,3,2,3,4,1,1464,6,0,536,2,1,2,1,0,2000,1,0,2,0,3,1,2,8,1,0,6,2,2004.0,1,3,3,3,1,168,0,0,0,0,0,0,7,2007,1,1,305900,4888,15
307,60,6,116.0,13474,2,1,1,1,1,1,21,2,3,1,4,7,5,1990,1991,2,2,7,11,2,246.0,2,3,2,2,3,4,2,700,6,0,0,2,2,2,1,0,2243,1,0,2,1,4,1,2,8,1,1,3,2,1990.0,2,3,3,3,1,127,44,224,0,0,0,0,6,2007,1,1,225000,3689,29
308,50,8,0.0,7920,2,2,1,1,1,1,10,1,3,1,2,6,7,1920,1950,2,2,9,9,4,0.0,3,4,2,3,3,4,6,0,6,0,319,2,3,2,2,0,1406,0,0,1,0,3,1,4,6,1,0,6,7,,4,0,6,6,3,0,144,0,0,0,0,0,3,2008,1,1,89500,1725,70
309,30,6,0.0,12342,2,2,1,1,1,1,8,3,3,1,1,4,5,1940,1950,2,2,15,15,4,0.0,3,3,2,3,3,4,3,262,6,0,599,2,1,2,1,0,861,0,0,1,0,1,1,3,4,1,0,6,6,1961.0,3,2,3,3,1,158,0,0,0,0,0,0,3,2009,1,1,82500,2261,70
310,20,6,90.0,12378,2,2,1,1,1,1,16,3,3,1,1,9,5,2003,2004,2,2,15,15,4,0.0,2,3,3,1,3,1,1,1274,6,0,622,2,1,2,1,0,1944,1,0,2,0,3,1,1,8,1,3,1,2,2003.0,1,3,3,3,1,208,175,0,0,0,0,0,11,2006,1,1,360000,4548,16
